city,type,bed,bath,garage,sqft,pool,price
Long Beach,SFR,2,1,2,874,NA,149999
Long Beach,SFR,2,1,2,887,NA,399900
Long Beach,SFR,2,1,2,887,NA,459000
Long Beach,SFR,2,1,2,894,NA,180000
Long Beach,SFR,2,1,2,900,NA,260000
Long Beach,SFR,2,1,2,903,NA,209900
Long Beach,SFR,2,1,2,908,NA,245000
Long Beach,SFR,2,1,2,914,NA,189000
Long Beach,SFR,2,1,2,916,NA,260000
Long Beach,SFR,2,1,2,928,NA,135000
Long Beach,SFR,2,1,2,928,NA,199000
Long Beach,SFR,2,1,2,929,NA,386900
Long Beach,SFR,2,1,2,935,NA,259000
Long Beach,SFR,2,1,2,940,NA,289000
Long Beach,SFR,2,1,2,948,NA,215000
Long Beach,SFR,2,1,2,952,NA,199000
Long Beach,SFR,2,1,2,956,NA,389990
Long Beach,SFR,2,1,2,957,NA,350000
Long Beach,SFR,2,1,2,960,NA,199000
Long Beach,SFR,2,1,2,967,NA,209800
Long Beach,SFR,2,1,2,976,NA,275000
Long Beach,SFR,2,1,2,986,NA,229900
Long Beach,SFR,2,1,2,988,NA,155000
Long Beach,SFR,2,1,2,998,NA,477900
Long Beach,SFR,2,1,2,999,NA,349900
Long Beach,SFR,2,1,2,1000,NA,156750
Long Beach,SFR,2,1,2,1012,NA,425000
Long Beach,SFR,2,1,2,1030,NA,320000
Long Beach,SFR,2,1,2,1030,NA,379000
Long Beach,SFR,2,1,2,1036,NA,310000
Long Beach,SFR,2,1,2,1042,NA,299000
Long Beach,SFR,2,1,2,1060,NA,260000
Long Beach,SFR,2,1,2,1064,NA,299000
Long Beach,SFR,2,1,2,1092,NA,419900
Long Beach,SFR,2,1,2,1093,NA,240000
Long Beach,SFR,2,1,2,1098,NA,250000
Long Beach,SFR,2,1,2,1116,NA,350000
Long Beach,SFR,2,1,2,1121,NA,259900
Long Beach,SFR,2,1,2,1122,NA,499900
Long Beach,SFR,2,1,2,1128,NA,429000
Long Beach,SFR,2,1,2,1138,NA,296900
Long Beach,SFR,2,1,2,1140,NA,289000
Long Beach,SFR,2,1,2,1149,NA,330000
Long Beach,SFR,2,1,2,1176,NA,434000
Long Beach,SFR,2,1,2,1178,NA,340000
Long Beach,SFR,2,1,2,1182,NA,249999
Long Beach,SFR,2,1,2,1200,NA,349900
Long Beach,SFR,2,1,2,1210,NA,187900
Long Beach,SFR,2,1,2,1247,NA,449999
Long Beach,SFR,2,1,2,1250,NA,1049900
Long Beach,SFR,2,1,2,1262,NA,649900
Long Beach,SFR,2,1,2,1341,NA,270000
Long Beach,SFR,2,1,2,1394,NA,449000
Long Beach,SFR,2,1,2,1400,NA,349999
Long Beach,SFR,2,2,0,960,NA,249000
Long Beach,SFR,2,2,0,968,NA,180000
Long Beach,SFR,2,2,0,972,NA,195000
Long Beach,SFR,2,2,0,1044,NA,529000
Long Beach,SFR,2,2,0,1164,NA,235000
Long Beach,SFR,2,2,0,1375,NA,205000
Long Beach,SFR,2,2,1,618,NA,119000
Long Beach,SFR,2,2,1,775,NA,149900
Long Beach,SFR,2,2,1,850,NA,425000
Long Beach,SFR,2,2,1,864,NA,455000
Long Beach,SFR,2,2,1,1066,Y,219000
Long Beach,SFR,2,2,1,1082,NA,210000
Long Beach,SFR,2,2,1,1115,NA,169000
Long Beach,SFR,2,2,1,1147,NA,749000
Long Beach,SFR,2,2,1,1186,NA,649900
Long Beach,SFR,2,2,1,1188,NA,380000
Long Beach,SFR,2,2,1,1189,NA,299000
Long Beach,SFR,2,2,1,1274,NA,234600
Long Beach,SFR,2,2,1,1303,NA,304900
Long Beach,SFR,2,2,1,1464,NA,225000
Long Beach,SFR,2,2,1,1600,NA,875000
Long Beach,SFR,2,2,1,1738,NA,769000
Long Beach,SFR,2,2,2,924,NA,189000
Long Beach,SFR,2,2,2,936,NA,369000
Long Beach,SFR,2,2,2,955,NA,220000
Long Beach,SFR,2,2,2,1002,NA,349000
Long Beach,SFR,2,2,2,1013,NA,279900
Long Beach,SFR,2,2,2,1124,NA,458000
Long Beach,SFR,2,2,2,1135,Y,325000
Long Beach,SFR,2,2,2,1176,NA,330000
Long Beach,SFR,2,2,2,1216,NA,410000
Long Beach,SFR,2,2,2,1303,NA,1498000
Long Beach,SFR,2,2,2,1312,NA,450000
Long Beach,SFR,2,2,2,1341,NA,319900
Long Beach,SFR,2,2,2,1380,NA,735000
Long Beach,SFR,2,2,2,1394,NA,575000
Long Beach,SFR,2,2,2,1419,NA,260900
Long Beach,SFR,2,2,2,1430,NA,442000
Long Beach,SFR,2,2,2,1488,NA,408000
Long Beach,SFR,2,2,2,1493,NA,574900
Long Beach,SFR,2,2,2,1581,NA,280000
Long Beach,SFR,2,2,2,1666,NA,349000
Long Beach,SFR,2,3,1,1126,NA,270000
Long Beach,SFR,2,3,1,2056,NA,875000
Long Beach,SFR,2,3,2,1816,NA,459000
Long Beach,SFR,2,3,2,2148,NA,524900
Long Beach,SFR,3,1,0,707,NA,180000
Long Beach,SFR,3,1,0,951,NA,500000
Long Beach,SFR,3,1,0,956,NA,174800
Long Beach,SFR,3,1,0,1000,NA,193100
Long Beach,SFR,3,1,0,1012,NA,361000
Long Beach,SFR,3,1,0,1068,NA,144900
Long Beach,SFR,3,1,0,1165,NA,199900
Long Beach,SFR,3,1,0,1298,NA,229000
Long Beach,SFR,3,1,1,820,NA,239000
Long Beach,SFR,3,1,1,849,NA,190000
Long Beach,SFR,3,1,1,902,NA,435000
Long Beach,SFR,3,1,1,918,NA,159900
Long Beach,SFR,3,1,1,1000,NA,539000
Long Beach,SFR,3,1,1,1002,NA,230000
Long Beach,SFR,3,1,1,1056,NA,240000
Long Beach,SFR,3,1,1,1098,NA,219900
Long Beach,SFR,3,1,1,1122,NA,225000
Long Beach,SFR,3,1,1,1205,NA,439000
Long Beach,SFR,3,1,1,1330,NA,279000
Long Beach,SFR,3,1,1,1368,NA,255000
Long Beach,SFR,3,1,1,1500,NA,275000
Long Beach,SFR,3,1,2,946,NA,395000
Long Beach,SFR,3,1,2,960,NA,174900
Long Beach,SFR,3,1,2,964,NA,275000
Long Beach,SFR,3,1,2,966,NA,190000
Long Beach,SFR,3,1,2,972,NA,330000
Long Beach,SFR,3,1,2,980,NA,409999
Long Beach,SFR,3,1,2,990,NA,275000
Long Beach,SFR,3,1,2,1003,NA,390000
Long Beach,SFR,3,1,2,1003,NA,390000
Long Beach,SFR,3,1,2,1004,NA,380000
Long Beach,SFR,3,1,2,1005,NA,320000
Long Beach,SFR,3,1,2,1007,NA,300000
Long Beach,SFR,3,1,2,1008,NA,240000
Long Beach,SFR,3,1,2,1009,NA,439900
Long Beach,SFR,3,1,2,1030,NA,409000
Long Beach,SFR,3,1,2,1038,NA,270000
Long Beach,SFR,3,1,2,1040,NA,199900
Long Beach,SFR,3,1,2,1055,NA,449000
Long Beach,SFR,3,1,2,1064,NA,235000
Long Beach,SFR,3,1,2,1082,NA,249900
Long Beach,SFR,3,1,2,1089,NA,240000
Long Beach,SFR,3,1,2,1100,NA,289000
Long Beach,SFR,3,1,2,1152,NA,190000
Long Beach,SFR,3,1,2,1189,NA,297198
Long Beach,SFR,3,1,2,1202,NA,275000
Long Beach,SFR,3,1,2,1226,NA,210000
Long Beach,SFR,3,1,2,1232,NA,445000
Long Beach,SFR,3,1,2,1243,NA,610900
Long Beach,SFR,3,1,2,1276,NA,280000
Long Beach,SFR,3,1,2,1276,NA,562900
Long Beach,SFR,3,1,2,1339,NA,549000
Long Beach,SFR,3,1,2,1359,NA,399900
Long Beach,SFR,3,1,2,1365,NA,495000
Long Beach,SFR,3,1,2,1400,NA,250000
Long Beach,SFR,3,1,2,1453,NA,319900
Long Beach,SFR,3,1,2,1500,NA,225000
Long Beach,SFR,3,1,2,1720,NA,429900
Long Beach,SFR,3,2,0,899,NA,235000
Long Beach,SFR,3,2,0,914,NA,212900
Long Beach,SFR,3,2,0,1040,NA,180000
Long Beach,SFR,3,2,0,1102,NA,298000
Long Beach,SFR,3,2,0,1209,NA,229900
Long Beach,SFR,3,2,0,1312,NA,313900
Long Beach,SFR,3,2,0,1395,NA,245000
Long Beach,SFR,3,2,0,1400,NA,325000
Long Beach,SFR,3,2,0,1509,NA,399000
Long Beach,SFR,3,2,0,1558,NA,245000
Long Beach,SFR,3,2,0,1560,NA,193050
Long Beach,SFR,3,2,0,1624,NA,269500
Long Beach,SFR,3,2,0,1900,NA,365000
Long Beach,SFR,3,2,1,845,NA,230000
Long Beach,SFR,3,2,1,870,NA,189900
Long Beach,SFR,3,2,1,960,NA,154900
Long Beach,SFR,3,2,1,1045,NA,252000
Long Beach,SFR,3,2,1,1074,NA,417000
Long Beach,SFR,3,2,1,1100,NA,525000
Long Beach,SFR,3,2,1,1100,NA,549000
Long Beach,SFR,3,2,1,1138,NA,389900
Long Beach,SFR,3,2,1,1234,NA,375000
Long Beach,SFR,3,2,1,1260,NA,349900
Long Beach,SFR,3,2,1,1308,NA,579900
Long Beach,SFR,3,2,1,1344,NA,779000
Long Beach,SFR,3,2,1,1361,NA,579000
Long Beach,SFR,3,2,1,1364,NA,455000
Long Beach,SFR,3,2,1,1403,NA,549000
Long Beach,SFR,3,2,1,1408,NA,799000
Long Beach,SFR,3,2,1,1493,NA,475000
Long Beach,SFR,3,2,1,1579,NA,525000
Long Beach,SFR,3,2,1,1592,NA,579900
Long Beach,SFR,3,2,1,1732,NA,795000
Long Beach,SFR,3,2,1,1822,NA,390000
Long Beach,SFR,3,2,1,1839,NA,545000
Long Beach,SFR,3,2,2,988,NA,276950
Long Beach,SFR,3,2,2,1008,NA,225000
Long Beach,SFR,3,2,2,1020,NA,250000
Long Beach,SFR,3,2,2,1064,NA,209500
Long Beach,SFR,3,2,2,1121,NA,749900
Long Beach,SFR,3,2,2,1137,NA,349000
Long Beach,SFR,3,2,2,1138,NA,259000
Long Beach,SFR,3,2,2,1148,NA,360000
Long Beach,SFR,3,2,2,1162,Y,425000
Long Beach,SFR,3,2,2,1171,NA,295000
Long Beach,SFR,3,2,2,1180,NA,410000
Long Beach,SFR,3,2,2,1197,NA,175000
Long Beach,SFR,3,2,2,1200,NA,250000
Long Beach,SFR,3,2,2,1200,NA,315000
Long Beach,SFR,3,2,2,1200,NA,429000
Long Beach,SFR,3,2,2,1203,NA,260000
Long Beach,SFR,3,2,2,1204,NA,385000
Long Beach,SFR,3,2,2,1206,NA,299000
Long Beach,SFR,3,2,2,1216,NA,240000
Long Beach,SFR,3,2,2,1216,NA,479900
Long Beach,SFR,3,2,2,1218,NA,429000
Long Beach,SFR,3,2,2,1218,NA,490000
Long Beach,SFR,3,2,2,1223,NA,320000
Long Beach,SFR,3,2,2,1227,NA,519000
Long Beach,SFR,3,2,2,1227,NA,529500
Long Beach,SFR,3,2,2,1227,NA,543900
Long Beach,SFR,3,2,2,1227,NA,549500
Long Beach,SFR,3,2,2,1242,NA,529950
Long Beach,SFR,3,2,2,1244,NA,549900
Long Beach,SFR,3,2,2,1260,NA,389000
Long Beach,SFR,3,2,2,1260,Y,425000
Long Beach,SFR,3,2,2,1273,NA,290000
Long Beach,SFR,3,2,2,1296,NA,569000
Long Beach,SFR,3,2,2,1300,NA,469000
Long Beach,SFR,3,2,2,1300,NA,535000
Long Beach,SFR,3,2,2,1307,NA,325000
Long Beach,SFR,3,2,2,1308,NA,250000
Long Beach,SFR,3,2,2,1308,NA,280000
Long Beach,SFR,3,2,2,1317,NA,505000
Long Beach,SFR,3,2,2,1318,NA,395000
Long Beach,SFR,3,2,2,1322,NA,279900
Long Beach,SFR,3,2,2,1336,NA,359900
Long Beach,SFR,3,2,2,1339,NA,465000
Long Beach,SFR,3,2,2,1347,NA,435000
Long Beach,SFR,3,2,2,1360,NA,524900
Long Beach,SFR,3,2,2,1362,NA,450000
Long Beach,SFR,3,2,2,1362,NA,559900
Long Beach,SFR,3,2,2,1363,NA,320000
Long Beach,SFR,3,2,2,1365,NA,467000
Long Beach,SFR,3,2,2,1368,NA,249900
Long Beach,SFR,3,2,2,1375,NA,450000
Long Beach,SFR,3,2,2,1376,NA,315000
Long Beach,SFR,3,2,2,1385,NA,515000
Long Beach,SFR,3,2,2,1386,NA,379000
Long Beach,SFR,3,2,2,1393,NA,240000
Long Beach,SFR,3,2,2,1398,NA,499900
Long Beach,SFR,3,2,2,1410,NA,474900
Long Beach,SFR,3,2,2,1424,NA,450000
Long Beach,SFR,3,2,2,1425,NA,585000
Long Beach,SFR,3,2,2,1438,NA,329000
Long Beach,SFR,3,2,2,1445,NA,562000
Long Beach,SFR,3,2,2,1447,NA,525000
Long Beach,SFR,3,2,2,1472,NA,425000
Long Beach,SFR,3,2,2,1484,NA,700000
Long Beach,SFR,3,2,2,1484,NA,779000
Long Beach,SFR,3,2,2,1492,NA,459000
Long Beach,SFR,3,2,2,1495,NA,364000
Long Beach,SFR,3,2,2,1498,NA,450000
Long Beach,SFR,3,2,2,1500,NA,897000
Long Beach,SFR,3,2,2,1501,NA,569000
Long Beach,SFR,3,2,2,1504,NA,799999
Long Beach,SFR,3,2,2,1510,NA,499900
Long Beach,SFR,3,2,2,1511,NA,380000
Long Beach,SFR,3,2,2,1511,NA,495000
Long Beach,SFR,3,2,2,1520,NA,250000
Long Beach,SFR,3,2,2,1522,NA,400000
Long Beach,SFR,3,2,2,1532,NA,525000
Long Beach,SFR,3,2,2,1542,NA,460000
Long Beach,SFR,3,2,2,1548,NA,475000
Long Beach,SFR,3,2,2,1554,NA,450000
Long Beach,SFR,3,2,2,1567,NA,429000
Long Beach,SFR,3,2,2,1569,NA,520000
Long Beach,SFR,3,2,2,1580,NA,505000
Long Beach,SFR,3,2,2,1582,NA,285000
Long Beach,SFR,3,2,2,1600,NA,329900
Long Beach,SFR,3,2,2,1600,NA,525000
Long Beach,SFR,3,2,2,1608,NA,450000
Long Beach,SFR,3,2,2,1608,NA,475000
Long Beach,SFR,3,2,2,1620,NA,334900
Long Beach,SFR,3,2,2,1630,NA,584900
Long Beach,SFR,3,2,2,1631,NA,499000
Long Beach,SFR,3,2,2,1638,NA,439000
Long Beach,SFR,3,2,2,1651,NA,624900
Long Beach,SFR,3,2,2,1656,NA,285000
Long Beach,SFR,3,2,2,1656,NA,549000
Long Beach,SFR,3,2,2,1669,NA,565000
Long Beach,SFR,3,2,2,1674,NA,580000
Long Beach,SFR,3,2,2,1681,NA,449900
Long Beach,SFR,3,2,2,1693,NA,490000
Long Beach,SFR,3,2,2,1693,Y,539000
Long Beach,SFR,3,2,2,1694,NA,355000
Long Beach,SFR,3,2,2,1695,NA,275000
Long Beach,SFR,3,2,2,1700,NA,525000
Long Beach,SFR,3,2,2,1703,NA,582000
Long Beach,SFR,3,2,2,1715,NA,545000
Long Beach,SFR,3,2,2,1716,NA,459900
Long Beach,SFR,3,2,2,1736,NA,629900
Long Beach,SFR,3,2,2,1753,NA,285000
Long Beach,SFR,3,2,2,1760,NA,289000
Long Beach,SFR,3,2,2,1770,NA,590000
Long Beach,SFR,3,2,2,1777,NA,575000
Long Beach,SFR,3,2,2,1786,NA,247900
Long Beach,SFR,3,2,2,1800,NA,835500
Long Beach,SFR,3,2,2,1807,NA,625000
Long Beach,SFR,3,2,2,1818,NA,599900
Long Beach,SFR,3,2,2,1852,NA,245900
Long Beach,SFR,3,2,2,1898,NA,450000
Long Beach,SFR,3,2,2,1946,NA,499000
Long Beach,SFR,3,2,2,1950,NA,799000
Long Beach,SFR,3,2,2,1991,NA,437000
Long Beach,SFR,3,2,2,1998,NA,529000
Long Beach,SFR,3,2,2,2017,NA,462000
Long Beach,SFR,3,2,2,2032,NA,600000
Long Beach,SFR,3,2,2,2043,NA,749000
Long Beach,SFR,3,2,2,2081,NA,649000
Long Beach,SFR,3,2,2,2196,NA,300000
Long Beach,SFR,3,2,2,2200,NA,649000
Long Beach,SFR,3,2,2,2204,NA,725000
Long Beach,SFR,3,2,2,2250,NA,675000
Long Beach,SFR,3,2,2,2449,NA,980000
Long Beach,SFR,3,2,2,2871,NA,875000
Long Beach,SFR,3,2,3,1696,NA,585900
Long Beach,SFR,3,2,4+,1732,NA,389000
Long Beach,SFR,3,2,4+,1938,NA,390000
Long Beach,SFR,3,3,0,1542,NA,215000
Long Beach,SFR,3,3,0,1650,NA,399000
Long Beach,SFR,3,3,0,1898,NA,649900
Long Beach,SFR,3,3,1,1023,NA,445000
Long Beach,SFR,3,3,1,1391,NA,249000
Long Beach,SFR,3,3,1,1532,NA,325000
Long Beach,SFR,3,3,1,1992,NA,702900
Long Beach,SFR,3,3,1,2118,NA,849000
Long Beach,SFR,3,3,2,884,NA,369000
Long Beach,SFR,3,3,2,1382,NA,345000
Long Beach,SFR,3,3,2,1410,NA,499000
Long Beach,SFR,3,3,2,1426,NA,359000
Long Beach,SFR,3,3,2,1469,NA,304920
Long Beach,SFR,3,3,2,1471,NA,875000
Long Beach,SFR,3,3,2,1619,NA,380000
Long Beach,SFR,3,3,2,1639,NA,629999
Long Beach,SFR,3,3,2,1651,NA,319777
Long Beach,SFR,3,3,2,1677,NA,339000
Long Beach,SFR,3,3,2,1778,NA,675000
Long Beach,SFR,3,3,2,1872,NA,580000
Long Beach,SFR,3,3,2,1872,NA,825000
Long Beach,SFR,3,3,2,1898,NA,649900
Long Beach,SFR,3,3,2,1951,NA,375000
Long Beach,SFR,3,3,2,1989,NA,595000
Long Beach,SFR,3,3,2,2036,NA,625000
Long Beach,SFR,3,3,2,2114,NA,649000
Long Beach,SFR,3,3,2,2144,NA,659900
Long Beach,SFR,3,3,2,2172,NA,849000
Long Beach,SFR,3,3,2,2185,NA,1599000
Long Beach,SFR,3,3,2,2210,NA,786000
Long Beach,SFR,3,3,2,2242,NA,795000
Long Beach,SFR,3,3,2,2274,NA,849000
Long Beach,SFR,3,3,2,2275,NA,470000
Long Beach,SFR,3,3,2,2309,NA,995000
Long Beach,SFR,3,3,2,2319,NA,725000
Long Beach,SFR,3,3,2,2323,NA,999900
Long Beach,SFR,3,3,2,2359,NA,990000
Long Beach,SFR,3,3,2,2441,NA,769000
Long Beach,SFR,3,3,2,2532,NA,2500000
Long Beach,SFR,3,3,2,2647,NA,799000
Long Beach,SFR,3,3,2,2806,NA,1175000
Long Beach,SFR,3,3,2,2829,NA,599900
Long Beach,SFR,3,3,2,3000,NA,879000
Long Beach,SFR,3,3,2,3005,NA,939000
Long Beach,SFR,3,3,2,3200,NA,1275000
Long Beach,SFR,3,3,3,2040,NA,299000
Long Beach,SFR,3,4,2,1092,NA,295000
Long Beach,SFR,3,4,2,2090,NA,2250000
Long Beach,SFR,3,4,2,2305,NA,1049000
Long Beach,SFR,3,4,2,2622,NA,509000
Long Beach,SFR,3,4,2,2841,Y,1329000
Long Beach,SFR,3,4,2,3100,NA,1950000
Long Beach,SFR,3,4,2,3169,NA,525000
Long Beach,SFR,3,4,2,3938,NA,4125000
Long Beach,SFR,3,4,3,4009,NA,1695000
Long Beach,SFR,3,5,2,3521,NA,1149000
Long Beach,SFR,3,5,2,3528,NA,2425000
Long Beach,SFR,3,5,2,4347,NA,1495000
Long Beach,SFR,3,5,3,6750,NA,3800000
Long Beach,SFR,4,2,0,1309,NA,273000
Long Beach,SFR,4,2,0,1400,NA,599000
Long Beach,SFR,4,2,0,1532,NA,419900
Long Beach,SFR,4,2,0,1776,NA,250000
Long Beach,SFR,4,2,0,1828,NA,439000
Long Beach,SFR,4,2,0,2023,NA,299900
Long Beach,SFR,4,2,0,2036,NA,295000
Long Beach,SFR,4,2,1,968,NA,170000
Long Beach,SFR,4,2,1,1042,NA,259000
Long Beach,SFR,4,2,1,1558,NA,385000
Long Beach,SFR,4,2,1,1824,NA,299000
Long Beach,SFR,4,2,1,2812,NA,469000
Long Beach,SFR,4,2,2,1160,NA,250000
Long Beach,SFR,4,2,2,1176,NA,239000
Long Beach,SFR,4,2,2,1280,NA,329000
Long Beach,SFR,4,2,2,1322,NA,519000
Long Beach,SFR,4,2,2,1330,NA,279000
Long Beach,SFR,4,2,2,1334,NA,409900
Long Beach,SFR,4,2,2,1344,NA,329000
Long Beach,SFR,4,2,2,1353,NA,399900
Long Beach,SFR,4,2,2,1369,NA,439000
Long Beach,SFR,4,2,2,1391,NA,290000
Long Beach,SFR,4,2,2,1397,NA,455000
Long Beach,SFR,4,2,2,1400,NA,579000
Long Beach,SFR,4,2,2,1418,NA,350000
Long Beach,SFR,4,2,2,1424,NA,310000
Long Beach,SFR,4,2,2,1426,NA,549000
Long Beach,SFR,4,2,2,1460,NA,279900
Long Beach,SFR,4,2,2,1492,NA,475000
Long Beach,SFR,4,2,2,1496,NA,425000
Long Beach,SFR,4,2,2,1500,NA,488888
Long Beach,SFR,4,2,2,1546,NA,549900
Long Beach,SFR,4,2,2,1548,NA,350000
Long Beach,SFR,4,2,2,1554,NA,490000
Long Beach,SFR,4,2,2,1571,NA,299900
Long Beach,SFR,4,2,2,1575,NA,499900
Long Beach,SFR,4,2,2,1594,NA,399000
Long Beach,SFR,4,2,2,1656,NA,535000
Long Beach,SFR,4,2,2,1668,NA,300000
Long Beach,SFR,4,2,2,1679,NA,489900
Long Beach,SFR,4,2,2,1688,NA,495000
Long Beach,SFR,4,2,2,1729,Y,595000
Long Beach,SFR,4,2,2,1741,NA,299900
Long Beach,SFR,4,2,2,1761,NA,375000
Long Beach,SFR,4,2,2,1797,NA,549900
Long Beach,SFR,4,2,2,1803,NA,225800
Long Beach,SFR,4,2,2,1806,NA,388000
Long Beach,SFR,4,2,2,1852,NA,448900
Long Beach,SFR,4,2,2,1853,NA,499997
Long Beach,SFR,4,2,2,2000,NA,599997
Long Beach,SFR,4,2,2,2063,NA,525000
Long Beach,SFR,4,2,2,2116,NA,650000
Long Beach,SFR,4,2,2,2138,NA,689900
Long Beach,SFR,4,2,2,2259,NA,439900
Long Beach,SFR,4,2,4+,1426,NA,285000
Long Beach,SFR,4,3,0,2550,NA,999000
Long Beach,SFR,4,3,1,1956,NA,469000
Long Beach,SFR,4,3,1,2062,NA,549900
Long Beach,SFR,4,3,2,1365,NA,499000
Long Beach,SFR,4,3,2,1675,NA,579900
Long Beach,SFR,4,3,2,1768,NA,479000
Long Beach,SFR,4,3,2,1768,NA,565000
Long Beach,SFR,4,3,2,1800,NA,415000
Long Beach,SFR,4,3,2,1811,NA,575000
Long Beach,SFR,4,3,2,1811,NA,625000
Long Beach,SFR,4,3,2,1878,NA,529000
Long Beach,SFR,4,3,2,1882,NA,619000
Long Beach,SFR,4,3,2,1894,NA,554900
Long Beach,SFR,4,3,2,1901,NA,259900
Long Beach,SFR,4,3,2,1958,NA,449500
Long Beach,SFR,4,3,2,2103,NA,799900
Long Beach,SFR,4,3,2,2112,NA,564900
Long Beach,SFR,4,3,2,2143,NA,599000
Long Beach,SFR,4,3,2,2174,NA,249900
Long Beach,SFR,4,3,2,2178,NA,839000
Long Beach,SFR,4,3,2,2242,Y,699800
Long Beach,SFR,4,3,2,2244,NA,610000
Long Beach,SFR,4,3,2,2287,NA,1395000
Long Beach,SFR,4,3,2,2301,NA,769900
Long Beach,SFR,4,3,2,2301,NA,950000
Long Beach,SFR,4,3,2,2325,NA,1095000
Long Beach,SFR,4,3,2,2335,NA,550000
Long Beach,SFR,4,3,2,2376,NA,799000
Long Beach,SFR,4,3,2,2400,NA,359900
Long Beach,SFR,4,3,2,2512,NA,1325000
Long Beach,SFR,4,3,2,2597,NA,1595000
Long Beach,SFR,4,3,2,2602,NA,1995000
Long Beach,SFR,4,3,2,2628,NA,699000
Long Beach,SFR,4,3,2,2712,NA,2350000
Long Beach,SFR,4,3,2,2807,NA,739990
Long Beach,SFR,4,3,2,2807,NA,779000
Long Beach,SFR,4,3,2,2882,NA,895000
Long Beach,SFR,4,3,2,2900,NA,599000
Long Beach,SFR,4,3,2,3100,NA,925000
Long Beach,SFR,4,3,2,3125,NA,1625000
Long Beach,SFR,4,3,2,3175,NA,1479000
Long Beach,SFR,4,3,2,3388,NA,705000
Long Beach,SFR,4,3,3,1954,NA,599000
Long Beach,SFR,4,3,3,2773,NA,1195000
Long Beach,SFR,4,3,3,2815,NA,989000
Long Beach,SFR,4,3,3,2850,NA,1195000
Long Beach,SFR,4,3,3,2878,NA,899500
Long Beach,SFR,4,3,3,2878,NA,1195000
Long Beach,SFR,4,3,3,3412,NA,1195000
Long Beach,SFR,4,3,4+,2954,NA,998000
Long Beach,SFR,4,4,1,3900,NA,1750000
Long Beach,SFR,4,4,2,2236,NA,680000
Long Beach,SFR,4,4,2,2301,NA,819000
Long Beach,SFR,4,4,2,2543,NA,1395000
Long Beach,SFR,4,4,2,2762,NA,1275000
Long Beach,SFR,4,4,2,2883,NA,564000
Long Beach,SFR,4,4,2,2892,NA,899900
Long Beach,SFR,4,4,2,2948,NA,1149000
Long Beach,SFR,4,4,2,2950,NA,1149000
Long Beach,SFR,4,4,2,3121,NA,799900
Long Beach,SFR,4,4,2,3275,NA,1575000
Long Beach,SFR,4,4,2,3400,NA,1599000
Long Beach,SFR,4,4,2,3411,NA,2350000
Long Beach,SFR,4,4,2,3554,NA,849000
Long Beach,SFR,4,4,2,3679,NA,1299000
Long Beach,SFR,4,4,2,4000,NA,1650000
Long Beach,SFR,4,4,2,4100,NA,4995000
Long Beach,SFR,4,4,3,3076,NA,1395000
Long Beach,SFR,4,4,3,3526,NA,2345000
Long Beach,SFR,4,4,3,3982,Y,1549000
Long Beach,SFR,4,4,4+,3590,NA,1325000
Long Beach,SFR,4,5,2,1818,NA,380000
Long Beach,SFR,4,5,2,3345,NA,1450000
Long Beach,SFR,4,5,3,4852,NA,1599000
Long Beach,SFR,4,7,2,6829,Y,2100000
Long Beach,SFR,5,2,2,1074,NA,294900
Long Beach,SFR,5,3,0,2554,NA,460000
Long Beach,SFR,5,3,2,2008,NA,300000
Long Beach,SFR,5,3,2,2230,NA,625000
Long Beach,SFR,5,3,2,2404,NA,1179000
Long Beach,SFR,5,3,2,2632,NA,699900
Long Beach,SFR,5,3,2,2652,NA,679000
Long Beach,SFR,5,3,2,2671,NA,949000
Long Beach,SFR,5,3,2,2907,NA,460000
Long Beach,SFR,5,4,2,2073,NA,489000
Long Beach,SFR,5,4,2,2198,NA,599000
Long Beach,SFR,5,4,2,2854,NA,649000
Long Beach,SFR,5,4,2,3234,NA,625000
Long Beach,SFR,5,4,2,3260,Y,849900
Long Beach,SFR,5,4,2,3688,NA,1395000
Long Beach,SFR,5,4,2,4220,Y,1295000
Long Beach,SFR,5,4,3,3295,NA,899000
Long Beach,SFR,5,4,3,3391,NA,1145000
Long Beach,SFR,5,5,2,3350,NA,1250000
Long Beach,SFR,5,5,2,4302,NA,1750000
Long Beach,SFR,5,5,2,4400,Y,1849000
Long Beach,SFR,5,5,3,4020,NA,2995500
Long Beach,SFR,5,5,3,5070,NA,6200000
Long Beach,SFR,5,5,3,5135,NA,4200000
Long Beach,SFR,5,6,2,4100,NA,1839000
Long Beach,SFR,5,6,3,3468,NA,899950
Long Beach,SFR,5,6,3,4436,NA,1900000
Long Beach,SFR,5,9,0,7500,NA,2995000
Long Beach,SFR,6,3,2,2840,NA,699900
Long Beach,SFR,6,4,0,1753,NA,399000
Long Beach,SFR,6,4,0,3906,NA,1100000
Long Beach,SFR,6,4,1,2509,NA,679000
Long Beach,SFR,6,4,3,3725,NA,1390000
Long Beach,SFR,6,6,0,6200,NA,2875000
Long Beach,SFR,6,6,2,5028,NA,1750000
Long Beach,SFR,7,5,2,3675,NA,633000
Long Beach,SFR,7,5,3,3362,NA,750000
Beverly Hills,Condo/Twh,2,2.5,0,1500,NA,1350000
Beverly Hills,Condo/Twh,2,2.5,0,1617,NA,1230000
Beverly Hills,Condo/Twh,2,2.5,0,1910,NA,1275000
Beverly Hills,Condo/Twh,2,2.5,0,1961,NA,1295000
